co_step,epoch,eps_step,go_step,ls_step,n_seg_step,n_tol_step,no_step,step
6.968560218811035,0,0.6940000057220459,0.8144242167472839,8.55669116973877,3.0,0.6940000057220459,0.7737070918083191,49
