co_step,epoch,eps_step,go_step,ls_step,n_seg_step,n_tol_step,no_step,step
5.0743794441223145,0,0.1469999998807907,0.6701359152793884,6.385782718658447,2.0,0.1469999998807907,0.6412672996520996,49
